 46, 81,70.242
 46,132,13.242
 46, 10,31.813
 46, 40,40.098
 46, 14,69.020
 46,110,50.060
 46, 71,84.755
 46, 58,129.406
 46,  4,73.881
 81, 46,29.197
 81,132,40.010
 81, 10,58.590
 81, 40,67.858
 81, 14,96.540
 81,110,77.169
 81, 71,115.504
 81, 58,156.448
 81,  4,100.275
132, 46,89.793
132, 81,59.201
132, 10,18.398
132, 40,30.076
132, 14,57.326
132,110,160.499
132, 71,74.454
132, 58,116.299
132,  4,108.468
 10, 46,139.362
 10, 81,109.382
 10,132,86.399
 10, 40,133.570
 10, 14,108.033
 10,110,121.829
 10, 71,55.949
 10, 58,98.460
 10,  4,90.029
 40, 46,129.211
 40, 81,103.055
 40,132,97.997
 40, 10,102.934
 40, 14,80.377
 40,110,133.406
 40, 71,48.206
 40, 58,89.654
 40,  4,102.036
 14, 46,116.599
 14, 81,86.669
 14,132,105.016
 14, 10,86.398
 14, 40,77.708
 14,110,85.390
 14, 71,32.686
 14, 58,61.996
 14,  4,108.628
110, 46,107.621
110, 81,77.879
110,132,144.022
110, 10,59.604
110, 40,47.501
110, 14,76.517
110, 71,22.916
110, 58,67.903
110,  4,146.531
 71, 46,84.004
 71, 81,57.760
 71,132,141.123
 71, 10,57.611
 71, 40,45.098
 71, 14,35.015
 71,110,111.471
 71, 58,96.220
 71,  4,144.641
 58, 46,132.497
 58, 81,101.254
 58,132,43.617
 58, 10,61.757
 58, 40,69.232
 58, 14,97.777
 58,110,23.710
 58, 71,47.112
 58,  4,149.942
  4, 46,99.519
  4, 81,50.638
  4,132,89.767
  4, 10,72.410
  4, 40,63.745
  4, 14,60.308
  4,110,125.703
  4, 71,17.357
  4, 58,104.321
