 46, 81,53.926
 46,132,77.517
 46, 10,140.832
 46, 40,105.049
 46, 14,63.710
 46,110,217.166
 46, 71,146.022
 46, 58,56.498
 46,  4,148.999
 81, 46,67.398
 81,132,154.056
 81, 10,102.439
 81, 40,165.526
 81, 14,162.326
 81,110,167.589
 81, 71,31.208
 81, 58,178.732
 81,  4,106.205
132, 46,172.346
132, 81,126.818
132, 10,133.577
132, 40,37.065
132, 14,60.081
132,110,202.087
132, 71,192.098
132, 58,57.172
132,  4,150.827
 10, 46,202.446
 10, 81,169.152
 10,132,175.430
 10, 40,183.031
 10, 14,99.366
 10,110,66.946
 10, 71,280.001
 10, 58,76.250
 10,  4,5.323
 40, 46,175.201
 40, 81,84.738
 40,132,87.245
 40, 10,88.017
 40, 14,44.974
 40,110,170.407
 40, 71,150.107
 40, 58,19.760
 40,  4,104.106
 14, 46,130.352
 14, 81,50.437
 14,132,79.625
 14, 10,71.446
 14, 40,70.119
 14,110,161.617
 14, 71,150.006
 14, 58,0.098
 14,  4,81.632
110, 46,149.808
110, 81,85.648
110,132,107.160
110, 10,77.668
110, 40,107.730
110, 14,8.153
110, 71,106.965
110, 58,8.203
110,  4,105.954
 71, 46,158.910
 71, 81,83.486
 71,132,62.178
 71, 10,280.049
 71, 40,280.010
 71, 14,241.372
 71,110,134.280
 71, 58,243.780
 71,  4,280.027
 58, 46,128.936
 58, 81,51.148
 58,132,79.082
 58, 10,71.418
 58, 40,80.539
 58, 14,0.134
 58,110,111.011
 58, 71,147.399
 58,  4,82.208
  4, 46,232.710
  4, 81,136.478
  4,132,133.053
  4, 10,183.147
  4, 40,169.517
  4, 14,280.017
  4,110,271.221
  4, 71,276.904
  4, 58,280.003
