353,520,72.400
353,366,57.923
353,321,85.773
353,580,167.132
353,403,76.300
353,510,144.490
353,252,16.072
353,299,37.849
353,505,42.141
520,353,48.266
520,366,23.467
520,321,32.297
520,580,180.020
520,403,42.785
520,510,66.709
520,252,71.166
520,299,70.732
520,505,111.379
366,353,107.074
366,520,81.634
366,321,93.100
366,580,180.006
366,403,17.170
366,510,147.304
366,252,48.692
366,299,86.482
366,505,85.551
321,353,60.609
321,520,53.770
321,366,57.471
321,580,180.038
321,403,74.890
321,510,118.177
321,252,39.417
321,299,80.524
321,505,85.957
580,353,21.925
580,520,42.097
580,366,23.182
580,321,53.029
580,403,39.929
580,510,107.247
580,252,40.493
580,299,61.521
580,505,65.960
403,353,85.966
403,520,61.271
403,366,43.915
403,321,72.792
403,580,175.903
403,510,130.084
403,252,28.328
403,299,66.818
403,505,69.386
510,353,49.962
510,520,39.237
510,366,22.015
510,321,70.268
510,580,180.015
510,403,43.160
510,252,70.849
510,299,70.337
510,505,111.946
252,353,47.636
252,520,66.143
252,366,48.075
252,321,77.692
252,580,180.014
252,403,68.253
252,510,136.426
252,299,22.854
252,505,123.782
299,353,22.244
299,520,44.567
299,366,26.328
299,321,56.015
299,580,180.006
299,403,46.770
299,510,110.169
299,252,40.374
299,505,67.105
505,353,69.138
505,520,92.997
505,366,74.860
505,321,106.439
505,580,180.003
505,403,93.329
505,510,160.660
505,252,22.684
505,299,44.469
