353,520,102.695
353,366,88.847
353,321,54.741
353,580,75.125
353,403,110.579
353,510,67.949
353,252,79.482
353,299,44.438
353,505,97.450
520,353,268.588
520,366,158.439
520,321,98.339
520,580,190.849
520,403,117.783
520,510,127.525
520,252,159.950
520,299,189.319
520,505,79.860
366,353,210.441
366,520,234.802
366,321,280.018
366,580,145.321
366,403,165.469
366,510,157.530
366,252,279.061
366,299,172.355
366,505,251.443
321,353,241.439
321,520,90.154
321,366,28.936
321,580,237.334
321,403,213.010
321,510,232.478
321,252,58.775
321,299,208.611
321,505,135.992
580,353,37.799
580,520,148.369
580,366,138.705
580,321,97.295
580,403,150.242
580,510,152.954
580,252,117.061
580,299,87.203
580,505,181.418
403,353,119.846
403,520,132.049
403,366,255.187
403,321,196.744
403,580,47.419
403,510,109.216
403,252,164.790
403,299,45.705
403,505,150.796
510,353,62.443
510,520,184.123
510,366,164.516
510,321,237.623
510,580,11.820
510,403,32.567
510,252,147.707
510,299,54.010
510,505,213.286
252,353,270.129
252,520,63.818
252,366,94.109
252,321,71.823
252,580,258.821
252,403,280.039
252,510,133.574
252,299,196.289
252,505,23.717
299,353,212.520
299,520,88.835
299,366,152.515
299,321,138.424
299,580,113.510
299,403,112.977
299,510,86.183
299,252,108.618
299,505,96.880
505,353,269.335
505,520,205.816
505,366,201.452
505,321,196.782
505,580,173.566
505,403,165.692
505,510,125.055
505,252,190.939
505,299,172.610
