353,520,64.135
353,366,51.656
353,321,76.596
353,580,54.838
353,403,68.533
353,510,128.614
353,252,14.51
353,299,33.726
353,505,37.711
520,353,45.666
520,366,20.18
520,321,27.949
520,580,63.188
520,403,37.452
520,510,58.602
520,252,62.627
520,299,62.973
520,505,98.985
366,353,180.018
366,520,71.858
366,321,82.767
366,580,76.442
366,403,16.122
366,510,130.592
366,252,42.018
366,299,180.032
366,505,76.121
321,353,53.959
321,520,47.831
321,366,51.068
321,580,72.818
321,403,67.381
321,510,104.706
321,252,36.993
321,299,71.655
321,505,70.01
580,353,19.779
580,520,37.53
580,366,20.802
580,321,47.258
580,403,35.63
580,510,95.037
580,252,36.184
580,299,54.64
580,505,58.624
403,353,69.834
403,520,54.473
403,366,39.17
403,321,64.669
403,580,63.734
403,510,116.002
403,252,24.278
403,299,59.393
403,505,61.725
510,353,44.668
510,520,34.393
510,366,19.838
510,321,44.506
510,580,62.83
510,403,21.782
510,252,61.91
510,299,62.557
510,505,99.354
252,353,42.451
252,520,58.688
252,366,42.704
252,321,68.923
252,580,43.842
252,403,60.758
252,510,120.851
252,299,20.513
252,505,109.922
299,353,23.38
299,520,39.63
299,366,23.509
299,321,49.854
299,580,80.048
299,403,41.715
299,510,97.623
299,252,36.046
299,505,59.664
505,353,61.493
505,520,82.497
505,366,66.479
505,321,94.5
505,580,59.621
505,403,82.891
505,510,142.303
505,252,20.532
505,299,39.693
