 46,10.009,330.540
 81,-2.030,9.959
132,92.418,317.302
 10,101.425,199.141
 40,101.419,133.415
 14,168.083,1.957
110,338.774,209.158
 71,325.627,55.471
 58,384.080,326.610
  4,384.591,-1.980
